frame;hr
12644;92
12659;90
12674;90
12689;90
12704;90
12719;90
12734;90
12749;90
12764;90
12779;91
12794;91
12809;90
12824;90
12839;90
12854;90
12869;89
12884;89
12899;89
12914;89
12929;88
12944;88
12959;89
12974;89
12989;89
13004;89
13019;89
13034;89
13049;89
13064;89
13079;90
13094;90
13109;90
13124;90
13139;90
13154;91
13169;91
13184;91
13199;92
13214;92
13229;92
13244;92
13259;91
13274;91
13289;90
13304;90
13319;90
13334;90
13349;89
13364;89
13379;89
13394;89
13409;89
13424;89
13439;90
13454;90
13469;90
13484;90
13499;91
13514;91
13529;91
13544;91
13559;91
13574;91
13589;93
13604;93
13619;93
13634;93
13649;94
13664;94
13679;94
13694;94
13709;93
13724;93
13739;91
13754;91
13769;91
13784;91
13799;90
13814;90
13829;90
13844;90
13859;90
13874;90
13889;90
13904;90
13919;91
13934;91
13949;92
13964;92
13979;92
13994;92
14009;94
14024;94
14039;94
14054;94
14069;94
14084;94
14099;95
14114;95
14129;95
14144;95
14159;95
14174;95
14189;95
14204;95
14219;95
14234;95
14249;95
14264;95
14279;95
14294;95
14309;95
14324;95
14339;95
14354;95
14369;94
14384;94
14399;93
14414;93
14429;92
14444;92
14459;91
14474;91
14489;90
14504;90
14519;90
14534;90
14549;90
14564;91
14579;91
14594;91
14609;92
14624;92
14639;93
14654;93
14669;93
14684;93
14699;93
14714;93
14729;93
14744;93
14759;91
14774;91
14789;90
14804;90
14819;89
14834;89
14849;89
14864;89
14879;89
14894;89
14909;89
14924;89
14939;90
14954;90
14969;90
14984;90
14999;91
15014;91
15029;91
15044;91
15059;91
15074;91
15089;90
15104;90
15119;90
15134;90
15149;90
15164;90
15179;90
15194;90
15209;90
15224;90
15239;90
15254;90
15269;90
15284;91
15299;91
15314;91
15329;91
15344;93
15359;94
15374;94
15389;94
15404;94
15419;94
15434;94
15449;93
15464;93
15479;92
15494;92
15509;90
15524;90
15539;90
15554;90
15569;89
15584;89
15599;89
15614;89
15629;89
15644;89
15659;89
15674;89
15689;89
15704;89
15719;89
15734;89
15749;89
15764;88
15779;89
15794;89
15809;89
15824;89
15839;89
15854;89
15869;90
15884;90
15899;90
15914;90
15929;91
15944;91
15959;91
15974;91
15989;91
16004;92
16019;92
16034;92
16049;92
16064;92
16079;92
16094;92
16109;91
16124;91
16139;90
16154;90
16169;88
16184;88
16199;88
16214;88
16229;88
16244;88
16259;88
16274;88
16289;88
16304;88
16319;88
16334;88
16349;88
16364;87
16379;87
16394;87
16409;87
16424;87
16439;87
16454;87
16469;87
16484;87
16499;88
16514;88
16529;88
16544;88
16559;88
16574;88
16589;88
16604;88
16619;88
16634;88
16649;89
16664;89
16679;89
16694;89
16709;89
16724;89
16739;89
16754;90
16769;90
16784;90
16799;90
16814;90
16829;90
16844;90
16859;91
16874;91
16889;91
16904;91
16919;91
16934;91
16949;91
16964;91
16979;90
16994;90
17009;90
17024;90
17039;90
17054;90
17069;90
17084;90
17099;90
17114;90
17129;90
17144;90
17159;90
17174;90
17189;90
17204;90
17219;90
17234;90
17249;90
17264;90
17279;90
17294;90
17309;89
17324;89
17339;89
17354;89
17369;88
17384;88
17399;88
17414;88
17429;88
17444;87
17459;87
17474;87
17489;87
17504;88
17519;88
17534;88
17549;90
17564;90
17579;91
17594;91
17609;91
17624;91
17639;91
17654;91
17669;92
17684;92
17699;92
17714;92
17729;91
17744;91
17759;91
17774;91
17789;91
17804;92
17819;92
17834;93
17849;93
17864;94
17879;94
17894;94
17909;95
17924;95
17939;95
17954;95
17969;95
17984;95
17999;95
18014;95
18029;94
18044;94
18059;93
18074;93
18089;92
18104;92
18119;92
18134;92
18149;92
18164;91
18179;91
18194;91
18209;91
18224;92
18239;92
18254;92
18269;92
18284;92
18299;92
18314;92
18329;92
18344;92
18359;91
18374;91
18389;91
18404;91
18419;91
18434;91
18449;91
18464;91
18479;91
18494;91
18509;91
18524;91
18539;91
18554;91
18569;92
18584;92
18599;93
18614;93
18629;94
18644;94
18659;94
18674;94
18689;94
18704;94
18719;94
18734;94
18749;93
18764;93
18779;92
18794;92
18809;92
18824;92
18839;91
18854;91
18869;91
18884;91
18899;91
18914;90
18929;90
18944;90
18959;90
18974;90
18989;91
19004;91
19019;93
19034;93
19049;94
19064;94
19079;94
19094;94
19109;93
19124;93
19139;93
19154;93
19169;93
19184;93
19199;92
19214;92
19229;92
19244;92
19259;91
19274;91
19289;91
19304;91
19319;91
19334;91
19349;91
19364;91
19379;91
19394;91
19409;91
19424;91
19439;91
19454;91
19469;92
19484;92
19499;93
19514;93
19529;94
19544;94
19559;93
19574;93
19589;93
19604;93
19619;93
19634;93
19649;94
19664;94
19679;94
19694;94
19709;93
19724;93
19739;92
19754;92
19769;91
19784;91
19799;89
19814;89
19829;88
19844;88
19859;87
19874;87
19889;87
19904;87
19919;87
19934;87
19949;87
19964;87
19979;87
19994;87
20009;87
20024;87
20039;87
20054;87
20069;88
20084;88
20099;88
20114;88
20129;88
20144;88
20159;88
20174;88
20189;88
20204;88
20219;88
20234;88
20249;89
20264;89
20279;90
20294;90
20309;90
20324;90
20339;90
20354;91
20369;91
20384;91
20399;91
20414;91
20429;91
20444;91
20459;91
20474;91
20489;90
20504;90
20519;89
20534;89
20549;89
20564;89
20579;89
20594;89
20609;89
20624;89
20639;90
20654;90
20669;90
20684;90
20699;90
20714;91
20729;91
20744;91
20759;91
20774;91
20789;90
20804;90
20819;90
20834;90
20849;89
20864;89
20879;89
20894;89
20909;90
20924;90
20939;90
20954;90
20969;90
20984;90
20999;90
21014;90
21029;90
21044;89
21059;89
21074;89
21089;89
21104;89
21119;88
21134;88
21149;88
21164;88
21179;88
21194;88
21209;87
21224;87
21239;87
21254;87
21269;87
21284;87
21299;86
21314;86
21329;86
21344;86
21359;86
21374;86
21389;86
21404;86
21419;87
21434;87
21449;87
21464;87
21479;88
21494;88
21509;88
21524;88
21539;89
21554;89
21569;89
21584;89
21599;88
21614;88
21629;88
21644;88
21659;88
21674;88
21689;88
21704;88
21719;88
21734;88
21749;88
21764;89
21779;89
21794;90
21809;90
21824;91
21839;92
21854;92
21869;92
21884;92
21899;91
21914;91
21929;91
21944;91
21959;88
21974;88
21989;87
22004;87
22019;85
22034;85
22049;84
22064;84
22079;84
22094;84
22109;84
22124;83
22139;83
22154;83
22169;83
22184;83
22199;83
22214;83
22229;83
22244;83
22259;84
22274;84
22289;84
22304;84
22319;85
22334;85
22349;85
22364;85
22379;85
22394;85
22409;86
22424;86
22439;86
22454;86
22469;86
22484;87
22499;87
22514;87
22529;87
22544;87
22559;87
22574;87
22589;87
22604;87
22619;88
22634;88
22649;88
22664;88
22679;89
22694;89
22709;89
22724;89
22739;89
22754;89
22769;89
22784;89
22799;89
22814;89
22829;89
22844;89
22859;88
22874;88
22889;88
22904;88
22919;88
22934;88
22949;89
22964;89
22979;89
22994;89
23009;89
23024;89
23039;89
23054;89
23069;89
23084;89
23099;88
23114;88
23129;88
23144;88
23159;88
23174;88
23189;88
23204;88
23219;88
23234;89
23249;89
23264;89
23279;89
23294;89
23309;89
23324;89
23339;89
23354;89
23369;89
23384;89
23399;89
23414;89
23429;89
23444;89
23459;90
23474;90
23489;91
23504;91
23519;91
23534;91
23549;91
23564;92
23579;92
23594;92
23609;92
23624;92
23639;92
23654;92
23669;93
23684;93
23699;94
23714;94
23729;95
23744;95
23759;97
23774;97
23789;99
23804;99
23819;100
23834;100
23849;100
23864;100
23879;100
23894;100
23909;100
23924;100
23939;100
23954;99
23969;99
23984;97
23999;96
24014;96
24029;95
24044;95
24059;95
24074;95
24089;95
24104;95
24119;95
24134;95
24149;95
24164;95
24179;95
24194;95
24209;95
24224;95
24239;94
24254;94
24269;94
24284;94
24299;94
24314;94
24329;94
24344;94
24359;95
24374;95
24389;95
24404;95
24419;94
24434;94
24449;93
24464;93
24479;93
24494;93
24509;93
24524;93
24539;93
24554;93
24569;94
24584;94
24599;95
24614;95
24629;95
24644;96
24659;96
24674;96
24689;98
24704;98
24719;99
24734;99
24749;99
24764;99
24779;100
24794;100
24809;100
24824;100
24839;100
24854;100
24869;101
24884;101
24899;102
24914;102
24929;102
24944;102
24959;102
24974;102
24989;102
25004;102
25019;102
25034;103
25049;103
25064;103
25079;104
25094;104
25109;103
25124;103
25139;103
25154;103
25169;103
25184;103
25199;103
25214;103
25229;103
25244;103
25259;103
25274;103
25289;103
25304;103
25319;104
25334;104
25349;104
25364;104
25379;104
25394;104
25409;104
25424;104
25439;103
25454;103
25469;103
25484;103
25499;102
25514;102
25529;102
25544;102
25559;102
25574;102
25589;101
25604;101
25619;101
25634;101
25649;101
25664;101
25679;102
25694;102
25709;102
25724;102
25739;102
25754;102
25769;102
25784;102
25799;101
25814;101
25829;101
25844;101
25859;101
25874;99
25889;99
25904;98
25919;97
25934;97
25949;97
25964;97
25979;97
25994;97
26009;96
26024;96
26039;96
26054;96
26069;96
26084;96
26099;96
26114;96
26129;96
26144;96
26159;95
26174;95
26189;95
26204;95
26219;96
26234;96
26249;96
26264;96
26279;96
26294;96
26309;96
26324;96
26339;97
26354;97
26369;97
26384;97
26399;97
26414;97
26429;97
26444;97
26459;97
26474;98
26489;98
26504;99
26519;101
26534;101
26549;101
26564;101
26579;103
26594;103
26609;102
26624;102
26639;102
26654;102
26669;102
26684;102
26699;102
26714;102
26729;102
26744;102
26759;102
26774;102
26789;101
26804;100
26819;99
26834;99
26849;99
26864;99
26879;99
26894;99
26909;99
26924;99
26939;98
26954;98
26969;98
26984;98
26999;97
27014;97
27029;97
27044;97
27059;96
27074;96
27089;95
27104;95
27119;95
27134;95
27149;95
27164;97
27179;98
27194;98
27209;98
27224;98
27239;98
27254;98
27269;98
27284;98
27299;99
27314;99
27329;98
27344;98
27359;97
27374;97
27389;96
27404;96
27419;96
27434;96
27449;96
27464;96
27479;96
27494;96
27509;96
27524;96
27539;96
27554;95
27569;95
27584;95
27599;94
27614;94
27629;94
27644;94
27659;95
27674;95
27689;97
27704;97
27719;98
27734;98
27749;96
27764;96
27779;95
27794;95
27809;93
27824;93
27839;93
27854;93
27869;93
27884;92
27899;92
27914;92
27929;92
27944;92
27959;92
27974;92
27989;91
28004;91
28019;91
28034;91
28049;91
28064;91
28079;92
28094;92
28109;92
28124;92
28139;93
28154;93
28169;93
28184;93
28199;95
28214;95
28229;95
28244;96
28259;96
28274;96
28289;97
28304;97
28319;98
28334;98
28349;97
28364;97
28379;97
28394;97
28409;96
28424;96
28439;96
28454;96
28469;97
28484;97
28499;98
28514;98
28529;98
28544;98
28559;98
28574;98
28589;98
28604;98
28619;99
28634;99
28649;98
28664;98
28679;98
28694;98
28709;99
28724;99
28739;99
28754;99
28769;99
28784;99
28799;99
28814;99
28829;98
28844;98
28859;98
28874;98
28889;98
28904;98
28919;98
28934;98
28949;98
28964;98
28979;98
28994;98
29009;98
29024;98
29039;97
29054;97
29069;97
29084;97
29099;97
29114;97
29129;97
29144;96
29159;96
29174;96
29189;96
29204;96
29219;96
29234;96
29249;95
29264;95
29279;94
29294;94
29309;94
29324;94
29339;94
29354;94
29369;94
29384;94
29399;94
29414;94
29429;93
29444;93
29459;94
29474;94
29489;94
29504;94
29519;93
29534;93
29549;94
29564;94
29579;94
29594;94
29609;94
29624;94
29639;94
29654;94
29669;94
29684;94
29699;94
29714;95
29729;95
29744;94
29759;95
29774;95
29789;96
29804;96
29819;98
29834;98
29849;98
29864;98
29879;98
29894;98
29909;98
29924;98
29939;98
29954;98
29969;96
29984;96
29999;96
30014;96
30029;96
30044;96
30059;96
30074;96
30089;95
30104;95
30119;94
30134;94
30149;92
30164;92
30179;91
30194;91
30209;90
30224;90
30239;89
30254;89
30269;88
30284;88
30299;87
30314;87
30329;87
30344;87
30359;88
30374;88
30389;88
30404;88
30419;88
30434;88
30449;88
30464;88
30479;89
30494;89
30509;89
30524;89
30539;90
30554;90
30569;91
30584;91
30599;92
30614;92
30629;93
30644;93
30659;93
30674;93
30689;93
30704;93
30719;93
30734;93
30749;93
30764;93
30779;93
30794;93
30809;93
30824;93
30839;94
30854;94
30869;94
30884;94
30899;94
30914;94
30929;95
30944;95
30959;95
30974;95
30989;95
31004;95
31019;96
31034;96
31049;95
31064;95
31079;95
31094;95
31109;95
31124;95
31139;95
31154;95
31169;94
31184;94
31199;93
31214;93
31229;92
31244;92
31259;92
31274;92
31289;92
31304;92
31319;92
31334;92
31349;92
31364;92
31379;92
31394;92
31409;92
31424;92
31439;91
31454;91
31469;91
31484;91
31499;91
31514;91
31529;92
31544;92
31559;93
31574;93
31589;94
31604;94
31619;94
31634;94
31649;95
31664;95
31679;95
31694;95
31709;94
31724;94
31739;94
31754;94
31769;95
31784;95
31799;97
31814;97
31829;97
31844;96
31859;97
31874;97
31889;97
31904;97
31919;97
31934;96
31949;93
31964;93
31979;92
31994;92
32009;92
32024;92
32039;92
32054;92
32069;93
32084;93
32099;93
32114;93
32129;94
32144;94
32159;94
32174;94
32189;94
32204;94
32219;95
32234;95
32249;95
32264;95
32279;94
32294;94
32309;92
32324;92
32339;91
32354;91
32369;91
32384;91
32399;91
32414;91
32429;90
32444;90
32459;90
32474;90
32489;90
32504;90
32519;90
32534;90
32549;90
32564;90
32579;90
32594;90
32609;91
32624;91
32639;91
32654;91
32669;92
32684;92
32699;94
32714;94
32729;94
32744;94
32759;95
32774;95
32789;95
32804;94
32819;94
32834;94
32849;92
32864;92
32879;92
32894;92
32909;92
32924;91
32939;92
32954;92
32969;91
32984;91
32999;91
33014;91
33029;91
33044;91
33059;91
33074;91
33089;92
33104;92
33119;92
33134;92
33149;92
33164;92
33179;92
33194;92
33209;92
33224;92
33239;93
33254;93
33269;93
33284;93
33299;93
33314;93
33329;92
33344;92
33359;91
33374;91
33389;91
33404;91
33419;91
33434;91
33449;91
33464;91
33479;91
33494;91
33509;91
33524;91
33539;91
33554;91
33569;91
33584;91
33599;92
33614;92
33629;92
33644;92
33659;92
33674;92
33689;92
33704;92
33719;91
33734;91
33749;91
33764;91
33779;92
33794;92
33809;92
33824;92
33839;93
33854;93
33869;94
33884;94
33899;94
33914;94
33929;94
33944;94
33959;95
33974;95
33989;95
34004;95
34019;96
34034;96
34049;96
34064;96
34079;95
34094;95
34109;95
34124;95
34139;94
34154;94
34169;93
34184;93
34199;92
34214;92
34229;92
34244;92
34259;92
34274;92
34289;91
34304;91
34319;90
34334;90
34349;90
34364;89
34379;88
34394;88
34409;88
34424;88
34439;87
34454;87
34469;88
34484;88
34499;89
34514;89
34529;90
34544;90
34559;91
34574;91
34589;92
34604;92
34619;93
34634;93
34649;93
34664;93
34679;93
34694;93
34709;94
34724;94
34739;92
34754;92
34769;92
34784;92
34799;92
34814;92
34829;92
34844;92
34859;92
34874;92
34889;92
34904;92
34919;92
34934;92
34949;92
34964;92
34979;92
34994;92
35009;92
35024;92
35039;92
35054;92
35069;92
35084;93
35099;93
35114;93
35129;93
35144;93
35159;93
35174;93
35189;94
35204;94
35219;94
35234;94
35249;94
35264;94
35279;93
35294;93
35309;93
35324;93
35339;92
35354;92
35369;92
35384;92
35399;91
35414;91
35429;91
35444;91
35459;92
35474;92
35489;93
35504;93
35519;93
35534;93
35549;94
35564;94
35579;93
35594;93
35609;93
35624;93
35639;93
35654;93
35669;93
35684;93
35699;93
35714;93
35729;93
35744;93
35759;93
35774;93
35789;93
35804;92
35819;91
35834;91
35849;91
35864;91
35879;91
35894;91
35909;92
35924;92
35939;93
35954;93
35969;94
35984;94
35999;95
36014;95
36029;95
36044;95
36059;95
36074;95
36089;94
36104;94
36119;93
36134;93
36149;93
36164;92
36179;91
36194;91
36209;90
36224;90
36239;90
36254;90
36269;90
36284;90
36299;90
36314;90
36329;91
36344;91
36359;91
36374;91
36389;92
36404;92
36419;93
36434;93
36449;94
36464;94
36479;94
36494;94
36509;94
36524;94
36539;94
36554;94
36569;94
36584;94
36599;94
36614;94
36629;94
36644;93
36659;93
36674;93
36689;93
36704;93
36719;94
36734;94
36749;95
36764;95
36779;97
36794;97
36809;98
36824;98
36839;99
36854;99
36869;99
36884;101
36899;104
36914;104
36929;106
36944;106
36959;107
36974;107
36989;108
37004;108
37019;109
37034;109
37049;111
37064;111
37079;112
37094;112
37109;113
37124;113
37139;114
37154;114
37169;115
37184;115
37199;115
37214;115
37229;115
37244;116
37259;116
37274;116
37289;117
37304;117
37319;117
37334;117
37349;117
37364;117
37379;118
37394;118
37409;120
37424;120
37439;121
37454;121
37469;121
37484;121
37499;121
37514;122
37529;123
37544;123
37559;124
37574;124
37589;123
37604;123
37619;122
37634;122
37649;122
37664;122
37679;121
37694;121
37709;121
37724;121
37739;120
37754;120
37769;120
37784;120
37799;118
37814;118
37829;117
37844;117
37859;118
37874;118
37889;119
37904;119
37919;119
37934;119
37949;119
37964;119
37979;119
37994;119
38009;118
38024;118
38039;117
38054;117
38069;115
38084;115
38099;113
38114;113
38129;113
38144;113
38159;112
38174;112
38189;112
38204;112
38219;112
38234;112
38249;110
38264;110
38279;108
38294;108
38309;108
38324;109
38339;110
38354;110
38369;110
38384;110
38399;110
38414;110
38429;109
38444;109
38459;110
38474;110
38489;111
38504;111
38519;111
38534;111
38549;111
38564;111
38579;110
38594;110
38609;110
38624;110
38639;103
38654;103
38669;103
38684;102
38699;103
38714;103
38729;102
38744;102
38759;101
38774;101
38789;100
38804;100
38819;99
38834;99
38849;100
38864;100
38879;100
38894;100
38909;101
38924;101
38939;102
38954;102
38969;103
38984;103
38999;103
39014;103
39029;103
39044;103
39059;102
39074;102
39089;101
39104;101
39119;101
39134;101
39149;103
39164;103
39179;104
39194;104
39209;105
39224;105
39239;106
39254;106
39269;107
39284;107
39299;108
39314;108
39329;109
39344;109
39359;110
39374;110
39389;110
39404;110
39419;110
39434;110
39449;109
39464;109
39479;107
39494;107
39509;107
39524;107
39539;109
39554;109
39569;110
39584;110
39599;111
39614;111
39629;112
39644;112
39659;113
39674;113
39689;113
39704;113
39719;115
39734;115
39749;115
39764;114
39779;114
39794;114
39809;115
39824;115
39839;115
39854;115
39869;115
39884;115
39899;116
39914;116
39929;118
39944;118
39959;120
39974;120
39989;121
40004;121
40019;121
40034;121
40049;121
40064;121
40079;121
40094;121
40109;120
40124;120
40139;119
40154;119
40169;118
40184;118
40199;116
40214;116
40229;114
40244;114
40259;113
40274;113
40289;112
40304;112
40319;112
40334;111
40349;112
40364;112
40379;113
40394;113
40409;111
40424;111
40439;111
40454;111
40469;111
40484;110
40499;109
40514;109
40529;109
40544;109
40559;108
40574;108
40589;105
40604;105
40619;105
40634;105
40649;107
40664;107
40679;109
40694;109
40709;110
40724;110
40739;110
40754;110
40769;111
40784;111
40799;108
40814;108
40829;107
40844;107
40859;104
40874;104
40889;103
40904;103
40919;101
40934;101
40949;98
40964;98
40979;97
40994;97
41009;97
41024;97
41039;96
41054;96
41069;98
41084;98
41099;99
41114;99
41129;98
41144;98
41159;98
41174;98
41189;98
41204;96
41219;96
41234;96
41249;97
41264;97
41279;97
41294;97
41309;97
41324;97
41339;95
41354;95
41369;95
41384;95
41399;96
41414;96
41429;96
41444;96
41459;96
41474;96
41489;96
41504;96
41519;95
41534;95
41549;95
41564;95
41579;94
41594;94
41609;94
41624;94
41639;96
41654;96
41669;97
41684;97
41699;99
41714;99
41729;101
41744;101
41759;102
41774;102
41789;102
41804;102
41819;103
41834;103
41849;103
41864;103
41879;101
41894;101
41909;101
41924;101
41939;101
41954;101
41969;101
41984;101
41999;100
42014;100
42029;100
42044;100
42059;101
42074;101
42089;103
42104;103
42119;104
42134;104
42149;104
42164;104
42179;101
42194;101
42209;99
42224;99
42239;96
42254;96
42269;95
42284;95
42299;93
42314;93
42329;93
42344;93
42359;93
42374;93
42389;92
42404;92
42419;92
42434;92
42449;92
42464;92
42479;91
42494;91
42509;90
42524;90
42539;90
42554;90
42569;90
42584;90
42599;89
42614;89
42629;88
42644;88
42659;88
42674;88
42689;88
42704;88
42719;88
42734;88
42749;88
42764;88
42779;88
42794;88
42809;88
42824;88
42839;89
42854;89
42869;88
42884;88
42899;88
42914;88
42929;88
42944;88
42959;87
42974;87
42989;87
43004;87
43019;88
43034;88
43049;88
43064;88
43079;89
43094;89
43109;89
43124;89
43139;89
43154;89
43169;89
43184;89
43199;90
43214;90
43229;91
43244;91
43259;92
43274;92
43289;94
43304;94
43319;95
43334;95
43349;95
43364;95
43379;95
43394;95
43409;93
43424;93
43439;93
43454;93
43469;93
43484;91
43499;91
43514;91
43529;91
43544;91
43559;91
43574;91
43589;92
43604;92
43619;94
43634;94
43649;95
43664;95
43679;94
43694;94
43709;93
43724;93
43739;91
43754;91
43769;90
43784;90
43799;90
43814;90
43829;90
43844;90
43859;90
43874;90
43889;90
43904;90
43919;89
43934;89
43949;89
43964;89
43979;89
43994;89
44009;90
44024;90
44039;91
44054;91
44069;91
44084;91
44099;91
44114;91
44129;91
44144;91
44159;91
44174;91
44189;90
44204;90
44219;90
44234;90
44249;90
44264;90
44279;90
44294;90
44309;90
44324;90
44339;90
44354;90
44369;91
44384;91
44399;91
44414;91
44429;91
44444;91
44459;90
44474;90
44489;90
44504;90
44519;90
44534;90
44549;88
44564;88
44579;88
44594;88
44609;88
44624;88
44639;89
44654;89
44669;90
44684;90
44699;91
44714;91
44729;91
44744;91
44759;91
44774;91
44789;91
44804;91
44819;90
44834;90
44849;90
44864;90
44879;89
44894;89
44909;88
44924;88
44939;88
44954;88
44969;88
44984;88
44999;89
45014;89
45029;90
45044;90
45059;91
45074;91
45089;93
45104;93
45119;93
45134;95
45149;97
45164;97
45179;97
45194;97
45209;97
45224;97
45239;97
45254;97
45269;94
45284;94
45299;93
45314;93
45329;93
45344;93
45359;93
45374;93
45389;93
45404;93
45419;94
45434;94
45449;93
45464;93
45479;92
45494;92
45509;91
45524;91
45539;91
45554;91
45569;91
45584;91
45599;92
45614;92
45629;91
45644;91
45659;91
45674;91
45689;89
45704;89
45719;89
45734;89
45749;89
45764;89
45779;90
45794;90
45809;90
45824;90
45839;90
45854;90
45869;90
45884;90
45899;90
45914;90
45929;90
45944;90
45959;89
45974;89
45989;89
46004;89
46019;89
46034;89
46049;89
46064;89
46079;89
46094;89
46109;90
46124;90
46139;90
46154;90
46169;90
46184;90
46199;89
46214;89
46229;88
46244;88
46259;88
46274;88
46289;88
46304;88
46319;88
46334;88
46349;88
46364;88
46379;88
46394;88
46409;89
46424;89
46439;89
46454;89
46469;89
46484;89
46499;88
46514;88
46529;88
46544;88
46559;87
46574;87
46589;87
46604;87
46619;88
46634;88
46649;88
46664;88
46679;88
46694;88
46709;89
46724;89
46739;88
46754;88
46769;88
46784;88
46799;88
46814;88
46829;88
46844;88
46859;88
46874;88
46889;88
46904;88
46919;90
46934;90
46949;89
46964;89
46979;89
46994;89
47009;90
47024;90
47039;91
47054;91
47069;93
47084;93
47099;94
47114;94
47129;95
47144;95
47159;94
47174;94
47189;94
47204;94
47219;93
47234;93
47249;94
47264;94
47279;95
47294;95
47309;95
47324;95
47339;95
47354;95
47369;96
47384;96
47399;96
47414;96
47429;97
47444;97
47459;97
47474;97
47489;97
47504;97
47519;97
47534;97
47549;97
47564;97
47579;96
47594;96
47609;96
47624;96
47639;96
47654;95
47669;95
47684;95
47699;94
47714;94
47729;93
47744;93
47759;92
47774;92
47789;92
47804;92
47819;91
47834;91
47849;89
47864;89
47879;89
47894;89
47909;88
47924;88
47939;88
47954;88
47969;88
47984;88
47999;89
48014;89
48029;89
48044;89
48059;89
48074;89
48089;88
48104;88
48119;88
48134;88
48149;89
48164;89
48179;89
48194;89
48209;89
48224;89
48239;90
48254;90
48269;89
48284;89
48299;88
48314;88
48329;87
48344;87
48359;85
48374;85
48389;85
48404;85
48419;85
48434;85
48449;86
48464;86
48479;87
48494;87
48509;87
48524;88
48539;89
48554;89
48569;90
48584;90
48599;90
48614;90
48629;91
48644;91
48659;91
48674;91
48689;91
48704;91
48719;91
48734;91
48749;91
48764;91
